,Title,Location,Company,Link,Description,Immigration,Relocation,Health Job,result_train
90,Machine Learning Engineer,"Los Angeles, CA",Optello,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-optello-1840612460?refId=cf123ee3-d0d1-4662-b69e-d56de13c8145&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"If you are a Machine Learning Engineer with experience, please read on!We are a well funded startup with a number of Forbes 30 under 30 on our roster. In addition, we have notable investors with plenty of successful exits behind them (companies like Instagram, TinderNetflix). Please note - this role is in Venice, California. We are open to relocating the right candidate!Top Reasons to Work with Us Be a part of a company that strives to be the #1 Avatar co. backed by notable investors Join a rapidly growing team that is both collaborate and success driven Work with the latest technologies and boost your skill set and career developmentWhat You Will Be Doing Work with the engineering, design, animation, and product teams to develop new features for our mobile app Be responsible for the complete lifecycle of product features from planning to implementation to testing to live ops Drive backend design, APIs and distributed systems etc. Day-to-day coding, performance profiling, optimization and general troubleshooting for new features and existing features Work with the engineering team to help plan the company's long-term engineering roadmap and identify areas of improvement Communicate timelines, own tasks Strong sense of ownership in start-to-finish delivery of app featuresWhat You Need for this Position Python Tensorflow AWS APIWhat's In It for You Competitive compensation 401k matching Health insurance Unlimited PTO Be a part of a rapidly growing start up with giant successes and a bright future ahead! Immerse yourself in a fun, social, hard-working environmentSo, if you are a Machine Learning Engineer with experience, please apply today!Email Your Resume In Word ToLooking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:Katana.White@CyberCoders.comPlease do NOT change the email subject line in any way. You must keep the JobID: linkedin : KW2-1582315 -- in the email subject line for your application to be considered.***Katana White - Sr. Executive Recruiter - CyberCodersApplicants must be authorized to work in the U.S.CyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",,,,Y
91,Machine Learning Engineer,"Los Angeles, CA",Obsydyan,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-obsydyan-1840617517?refId=cf123ee3-d0d1-4662-b69e-d56de13c8145&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"If you are a Machine Learning Engineer with experience, please read on!We are a well funded startup with a number of Forbes 30 under 30 on our roster. In addition, we have notable investors with plenty of successful exits behind them (companies like Instagram, TinderNetflix). Please note - this role is in Venice, California. We are open to relocating the right candidate!Top Reasons to Work with Us Be a part of a company that strives to be the #1 Avatar co. backed by notable investors Join a rapidly growing team that is both collaborate and success driven Work with the latest technologies and boost your skill set and career developmentWhat You Will Be Doing Work with the engineering, design, animation, and product teams to develop new features for our mobile app Be responsible for the complete lifecycle of product features from planning to implementation to testing to live ops Drive backend design, APIs and distributed systems etc. Day-to-day coding, performance profiling, optimization and general troubleshooting for new features and existing features Work with the engineering team to help plan the company's long-term engineering roadmap and identify areas of improvement Communicate timelines, own tasks Strong sense of ownership in start-to-finish delivery of app featuresWhat You Need for this Position Python Tensorflow AWS APIWhat's In It for You Competitive compensation 401k matching Health insurance Unlimited PTO Be a part of a rapidly growing start up with giant successes and a bright future ahead! Immerse yourself in a fun, social, hard-working environmentSo, if you are a Machine Learning Engineer with experience, please apply today!Email Your Resume In Word ToLooking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:Katana.White@CyberCoders.comPlease do NOT change the email subject line in any way. You must keep the JobID: linkedin : KW2-1582315 -- in the email subject line for your application to be considered.***Katana White - Sr. Executive Recruiter - CyberCodersApplicants must be authorized to work in the U.S.CyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",,,,Y
92,Machine Learning Engineer,"Knoxville, TN",Lirio,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-lirio-1807030964?refId=cf123ee3-d0d1-4662-b69e-d56de13c8145&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Lirio applies the psychology of human behavior and the power of advanced machine learning to help healthcare and energy enterprises drive individuals toward positive behavior change at scale. Lirio delivers mass personalization by harnessing behavioral intelligence to surface the right message to the right person to drive the right action at the right time.Lirio is looking for a Machine Learning Engineer to join its Data Science Team. The Machine Learning Engineer works with Data Scientists and Developers to prototype and productionalize machine learning featuresResponsibilities Work with the Data Science team to test and prototype ML processes including: Automated model building and testing Data acquisition, parsing, and cleaning Application of state-of-the-art AI algorithms Simulation   Convert prototypes into production-ready code and work with Development Team to integrate with existing APIs and infrastructure.  Qualifications Masterâ€™s degree or higher in Computer Science, Computer Engineering, Mathematics, or a similar field.  Demonstrated capability in machine learning (3+ years in corporate or academic settings). Experience with deep learning preferred.  Expertise in building machine learning products.  Experience with scikit-learn, pandas, NumPy, Tensorflow and/or PyTorch. Skills in writing portable, extensible code. Experience in memory management and parallel computing. Experience using version control. Expertise working in relational databases. Comfort in a Unix based OS. Basic systems engineering experience and/or cloud experience.",,,,Unk
93,Machine Learning Engineer,"Chicago, IL",Cystems Logic Inc,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-cystems-logic-inc-1887368750?refId=cf123ee3-d0d1-4662-b69e-d56de13c8145&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Role Machine Learning Engineer Location Northbrook, IL (suburb of Chicago) Duration Long Term Qualifications bull 3-6 years of experience in development of expert level Python applications bull Experience in working with Machine Learning algorithms ndash especially deploying them bull Experience in working with TensorFlow models ndash especially deploying them bull Experience with RESTful Web Service Design bull Experience with AWS, Azure or other Cloud-based PaaSSaaS environments bull CICD (Jira, Confluence, etc.) bull K8s (Kubernetes) or Pivotal Cloud Foundry or developing in any Containerized environment (Garden, Docker, etc.) bull Knowledge of the Analytics cycle ndash some experience predictive models (especially CRISP cycle) a plus",,,,Unk
94,Computer Vision / Deep Learning Engineer,"Atlanta, GA",Tarsier,https://www.linkedin.com/jobs/view/computer-vision-deep-learning-engineer-at-tarsier-1832664301?refId=cf123ee3-d0d1-4662-b69e-d56de13c8145&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"****NO RECRUITERS, PLEASE****Company OverviewÂ Â We build modern airspace surveillance systems that protect facilities and individuals from the aerial threat created by the malicious and negligent use of drones. In doing so, we're creating the law enforcement of the skies, helping us pursue our mission to secure the skies and unlock the future of unmanned flight. Come help us solve one of national security's most critical problems.Tarsier was founded at Stanford University in 2017, is backed by top Silicon Valley investors, and is trusted by the U.S. Department of Defense.Â Our technical team is led by PhDs in artificial intelligence, computer vision, and aerospace engineering. We currently have offices in San Francisco, CA and Munich, Germany -- with plans to open an Atlanta office in the summer of 2020.Â Job Description â€“Â Computer VisionÂ / Deep Learning Lead EngineerÂ The Computer VisionÂ / Deep Learning Lead EngineerÂ isÂ a member of theÂ companyâ€™s leadershipÂ team and helps define the technology strategy and roadmap, a keyÂ input for product and company strategy.Â What Youâ€™ll Do:Â Â Work closely with the leadership team to define the product and company strategy from a computer vision / deep learning perspectiveImprove the end-to-end deep learning pipeline from data acquisition to model evaluationDrive innovation in computer vision and machine learning by designing and implementing novel neural network architectures and creating proof-of-concepts.Â Improve/optimize the existing detection system regarding algorithm design to enable real world object detection in different environmentsWork closely with the software integration team to integrate the deep learning solution into the product and define necessary APIsImprove the end-to-end framework that extracts useful detection data from aerial imagesÂ Manage partnerships with partner companies or research institutes (e.g., GTRI)Â Identify opportunities to use machine learning to improve data quality or the types of analysis we can offer and define the thresholds of what is achievable in performanceQuickly prototype and implement on new concepts, and prioritize them based on customer needsWork closely with hardware development engineers to select or improve sensors, and design image capture strategies based on vision algorithm requirementsÂ *** This role will also include occasional high-level hardware system design and integration and management of subcontractors. A true growth-company role! ***Â Weâ€™re Looking for Someone:Â With an applied research background and experience in computer vision / deep learningÂ Who has experience implementing and using deep learning infrastructure / environments from data acquisition to model evaluationÂ Who isn't afraid to ""wear multiple hats"" and contribute across the company as neededWho wants to create best practices andÂ haveÂ technical thoughtÂ leadershipÂ Â What We Offer:Â Â Work in a dynamic and fast-moving growth company with exposure to all parts of companySolve challenging technical problems, using novel technology and techniquesÂ Pioneer the counter-drone technologyÂ field, helping solve one of the most critical national security problemsCompetitive compensationÂ ",,,,Y
95,ML Acceleration Engineer/ Hardware Engineer (Machine Learning),"Menlo Park, CA",SGS Consulting,https://www.linkedin.com/jobs/view/ml-acceleration-engineer-hardware-engineer-machine-learning-at-sgs-consulting-1887315789?refId=cf123ee3-d0d1-4662-b69e-d56de13c8145&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"ML Acceleration Engineer (SW-HW Codesign) Job Summary We are looking for an Engineer to implement efficient hw acceleration of Machine Learning algorithms for Computer Vision in embedded domain, with an emphasis on performance and power. We are looking for someone with strong software development skills, familiarity with ML algorithms like CNNrsquos and hands-on experience in sw-hw codesign, especially in the context of ML. Work includeCollaborate with computer architects, software, ML and silicon engineers, to map and optimize ML workloads on various backend targets including CPUrsquos, DSPrsquos and Deep Learning Accelerators. Run analysisprofiling , identify performance and power bottlenecks on the actual hw, virtual platforms, simulators or emulators and provide feedback for optimizations across the entire stack. Work with Deep Learning compilers identify the correct knobs for best efficiency and influence new feature additions. Develop optimized kernels and port various ML libraries to backends like DSPrsquos with custom ISAEnsure high quality by creating tests and automation infrastructure. Partner with productization teams and driverfirmware teams to integrate ML acceleration into shipping software and create any new tools as necessary.Qualifications BS in EEComputer with 5+ industry experience. MS or PhD with industry experience is preferable. Strong coding skills in CC++ or Python. Experience with hw acceleration on GPUrsquosCPUrsquosDSPrsquoscustom hw. Familiarity of ML algorithms like CNNrsquos and frameworks like TensorFlowPytorch. Familiarity with profiling and debug tool Tools in context of ML is a plus. Familiarity with Deep learning compilers like tensor-rt, XLA is a plus. Understanding of ML algorithm optimizations for low power like quantization, pruning etc. is a plus. Comfortable with reading others code, tracing them, and code refactoring",,,,N
96,"AI/ML - Speech Data Engineer, Siri Understanding","Cupertino, CA",Apple,https://www.linkedin.com/jobs/view/ai-ml-speech-data-engineer-siri-understanding-at-apple-1840620792?refId=cf123ee3-d0d1-4662-b69e-d56de13c8145&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"SummaryPlay a part in the next revolution in human-computer interaction. Contribute to a product that is redefining mobile computing. Build groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence. And work with the people who built the intelligent assistant that helps millions of people get things done â€” just by asking. Join the Siri Speech team at Apple.The Siri Speech team is looking for outstanding data engineers passionate about customer experience, who love working with data for measuring and improving accuracy of ML models in products used by millions of customers all over the world.Key QualificationsExperience in the development and maintenance of tools for analyzing and processing large amounts of data under Apache Hadoop and SparkExperience building robust data pipelines and monitoring systems in distributed computing environmentsStrong programming and scripting skills in Python 3, Java and BashPySpark, Scala, Pig, Hadoop streamingPrior experience working on ASR training and test data sets in multiple languages is preferredStrong analytical skills and a passion for data and data qualityProficiency in visualizing data and statisticsDescriptionYou will be a part of a small, collaborative team of talented researchers and engineers and be responsible for data analysis, training and test data set creation, and related tools development. Your focus will be on providing the speech recognition team with the best training and test data sets, and directly contribute to the accuracy of Siri in all supported languages and devices. You will also be responsible for building and maintaining robust data pipelines to deliver reliable end to end data solutions to customers. You should thrive in a fast paced environment with rapidly changing priorities, and collaborate well with other engineering teams at Apple.Education & ExperienceB.S or M.S in Computer Science, or equivalent experience",,,,N
97,Data Operations / Lead Machine Learning Engineer,"Woodcliff Lake, NJ",Eisai US,https://www.linkedin.com/jobs/view/data-operations-lead-machine-learning-engineer-at-eisai-us-1807306567?refId=cf123ee3-d0d1-4662-b69e-d56de13c8145&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"At Eisai, satisfying unmet medical needs and increasing the benefits healthcare provides to patients, their families, and caregivers is Eisaiâ€™s human health care (hhc) mission. Weâ€™re a growing pharmaceutical company that is breaking through in neurology and oncology, with a strong emphasis on research and development. Our history includes the development of many innovative medicines, notably the discovery of the world's most widely-used treatment for Alzheimerâ€™s disease. As we continue to expand, we are seeking highly-motivated individuals who want to work in a fast-paced environment and make a difference. If this is your profile, we want to hear from you.Job SummaryThe Data Operations Group within the Neurology Biometrics division at Eisai, Inc. is seeking a Data Operations / Lead Machine Learning Engineer â€“ to drive drug development through predictive modeling of disease and drug response. The role will focus on enabling analysis of high-dimensional data. The Lead will collaborate closely with Data Scientists in Stat Methodology / Machine learning group, as well Software Engineer in the IT group, to support projects in various stages of development.Technical Skills RequiredEssential FunctionsExperience with two or more of the following languagesR, PythonExperience with data wrangling from SAS servers and unstructured data (omics, imaging) from other sourcesExperience with sophisticated data science methods and tools used to implement Predictive Machine Learning (including deep learning: e.g., Neural Networks using PyTorch/TensorFlow)Actual experience working on cloud servers and HPC clusters- setting up analysis pipelines (genomics, image, etc)Working knowledge of LinuxAdvanced data analysisData storytellingVisual Analytics and apps deployed on the WebRequirementsMinimum of 10 years relevant experienceMaster's Degree requiredProven track record of developing, deploying, and supporting data science platformsExperience developing front-end interface (Webservers) to statistical modelsExperience managing and coordinating with IT/Software engineering personnel to maintain secure and compliant tools and applicationsExperience with developing and deploying cloud-based tools or distributed computing environment (HPC clusters)Excellent communication and presentation skills requiredExperience in managing different workstreams and coordinating tasks with internal teams and outside consultantsEisai is an equal opportunity employer and as such, is committed in policy and in practice to recruit, hire, train, and promote in all job qualifications without regard to race, color, religion, gender, age, national origin, citizenship status, marital status, sexual orientation, gender identity, disability or veteran status. Similarly, considering the need for reasonable accommodations, Eisai prohibits discrimination against persons because of disability, including disabled veterans.Please Click On The Following Link For More InformationEisai Inc. participates in E-Verify. E-Verify is an Internet based system operated by the Department of Homeland Security in partnership with the Social Security Administration that allows participating employers to electronically verify the employment eligibility of all new hires in the United States.Right To WorkE-Verify Participation",Yes,,,Y
98,AI/Machine Learning developer,"New York, NY",Nueva Solutions Inc.,https://www.linkedin.com/jobs/view/ai-machine-learning-developer-at-nueva-solutions-inc-1887317272?refId=cf123ee3-d0d1-4662-b69e-d56de13c8145&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Job title AIMachine Learning developerLocation NYC DowntownPrimary Job DescriptionHands on experience with Python , Multithreading , Rest APIExperience with using and having an in-depth understanding of AIML Algorithms, Neural Networks ( Keras, Tensorflow, PyTorch, etc.)Experience with NLP Libraries ( Standford, Spacy)Should have ability to incorporate NLP and ML into full-stack , user facing applicationsShould be able to think out-of-box and develop algorithms for complex problem solutionExperience with all parts of Data Engineering ( Data Mining, Data Processing, Data Cleaning, Data Modeling)Should have strong Data Analyzation and Visualization skillsHelp identify new data science methods worth exploring, determine the processes and techniques to implement",,,,Unk
99,AI/ML Consultant for Media & Entertainment,"Santa Monica, CA",Amazon Web Services (AWS),https://www.linkedin.com/jobs/view/ai-ml-consultant-for-media-entertainment-at-amazon-web-services-aws-1840623985?refId=cf123ee3-d0d1-4662-b69e-d56de13c8145&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"DescriptionWould you like a career that gives you opportunities to help Media and Entertainment (M&E) customers leverage the Amazon Web Services (AWS) platform to bring digital transformation for their video and content workloads in the cloud? Do you like to work on a variety of cloud services, building and implementing solutions on top of the AWS platform?Amazon Web Services is looking for highly talented and technical architects to help M&E customers accelerate their own success in the AWS Cloud. This consultant position will join the Professional Services delivery team focused on AWSâ€™s most critical video and media customer requirements. This is an excellent opportunity to join Amazonâ€™s world class technical teams, working with some of the best and brightest engineers while also developing your skills and furthering your career within one of the most innovative and progressive technology companies.As an AI/ML Consultant for M&E at AWS, you will have the opportunity to help design and deliver solutions to the largest M&E customers and solve challenging problems using the AWS AI/ML tool set (Amazon Sagemaker) and AI services built for media and content workloads (Amazon Rekognition, Amazon Comprehend, Amazon Polly, Amazon Transcribe, Amazon Comprehend and Amazon Lex). You will be the thought leader to define the solution space for these challenging problems and leverage your depth in Artificial Intelligence, Machine Learning and Deep Learning.The ideal candidate must be self-motivated with a demonstrated ability to think strategically about business, products, and technical challenges and have a passion for educating, training, and designing cloud solutions for enterprise customers in the M&E space leveraging an AI/ML technology tool set.This is a customer facing role. You will be required to travel to client locations and deliver professional services when needed.Roles And Responsibilities Work with existing and potential customers to deeply understand their business and technical needs. Develop solutions that make the best use of the AWS Cloud platform and AI/ML Services. Interact with our customers to ensure design, integration, quality, and deployment expectations are met / exceeded; work closely with AWS pre-sales technical teams, to ensure solutions are well-architected and can be successfully delivered. Act as technical liaison between customers and the service engineering teams, providing product improvement feedback to AWS developers and accelerating the adoption of new features in customer deployments. Coordinate and lead internal solution design review processes. Publish and present solutions in large forums of peers and customers. Act as a technical liaison with third-party vendors to understand integration requirements and implement custom solutions. This is a customer facing role. You will be required to travel to client locations and deliver professional services when needed.Basic Qualifications 3+ years design/implementation/consulting experience with AI/ML tools 3+ years of experience in at least one ML primary framework (including TensorFlow, PyTorch, and MXNet) 2+ years relevant experience in technology/software delivery or consulting Working knowledge of software development tools and methodologies Technical degree (Computer Science or Engineering) or equivalent experience Customer-facing experience is required, ideally having worked as a Consultant, Pre-sales Engineer, Solutions Architect or other similar role.Preferred Qualifications Technical knowledge and experience on M&E industry and applications of AI/ML platforms towards common industry workloads 5+ years of experience in ML primary frameworks (including TensorFlow, PyTorch and MXNet) Experience architecting, deploying and operating cloud-based solutions. AWS Solution Architecture certification or relevant cloud expertise Ability to present with a high degree of comfort speaking with executives, IT Management, and developers Excellent written and verbal communication skills Willingness to travel up to 30%Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.Company - Amazon Web Services, Inc.Job ID: A1052844",Yes,,,Y
100,Machine Learning Engineer - R&D | Facial Recognition,"Calabasas, CA",CyberCoders,https://www.linkedin.com/jobs/view/machine-learning-engineer-r-d-facial-recognition-at-cybercoders-1877014401?refId=cf123ee3-d0d1-4662-b69e-d56de13c8145&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"If you are a Machine Learning Engineer with experience, please read on!Based in beautiful, Calabasas, we are well-established and highly innovative software company dominating the space of human identification technology and solutions. With over 10 years of R&D studies, and 100+ patents issued/pending patents, we continue to be a true market leader in our industry.Due to growth and demand for our services we are in need of a talented Machine Learning Engineer to join our brilliant team and help us continue to lead the charge!Job Type: DIRECT HIRE / PERMANENTLOCATION: CALABASAS, CATop Reasons to Work with Us HUGE opportunities for growth! Small, diverse, and BRILLIANT team of scientists, engineers, and PhDs! Highly lucrative area of study and development!What You Will Be Doing Assist in our product technology development Design and implement integration and testing Help to develop techniques and strategies to ensure system dynamics are performing optimally, and to ensure client deliverables are being met Work cross-organizationally with multiple teams / individualsWhat You Need for this Position Bachelor's, Master's, or PhD in relevant field of study 5+ years of experience working in R&D or Machine Learning field Experience with Python or Shell scripting Experience with facial recognition algorithms or machine learning Experience with profiling and benchmarking Experience with regression testingHUGE Bonus Points If You Have The Following Experience with LiDAR Experience with C/C++ or Matlab programming Experience with embedded systemsWhat's In It for You Competitive base salary EQUITY Medical, Dental, and Vision 401(K) PTO Small, close-knit team Brilliant leadership team We are one of the leaders in our field of study Great office location! Great company culture Much more!So, if you are a Machine Learning Engineer with experience, please apply today!Email Your Resume In Word ToLooking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:Brennen.Leftwick@CyberCoders.comPlease do NOT change the email subject line in any way. You must keep the JobID: linkedin : BL1-1585288 -- in the email subject line for your application to be considered.***Brennen Leftwick - Associate Manager - CyberCodersApplicants must be authorized to work in the U.S.CyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance.",,,,Y
101,Applied Scientist,"Redmond, WA",Microsoft,https://www.linkedin.com/jobs/view/applied-scientist-at-microsoft-1705804329?refId=17773601-c65f-477b-8281-41ff45f7054d&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"For every hour doctors spend with their patients, they spend two hours on process and clerical tasks. And when they do meet with patients, they spend most of the time glued to their computer. We are EmpowerMD, a product team in Microsoft Healthcare thatâ€™s building ambient intelligence for the clinic. Our technology will let doctors focus on what they do best: taking care of their patients.On our team, youâ€™ll have opportunities to work with the latest research and technologies in engineering, machine learning and NLP, work closely with doctors, and have a huge societal impact. This is AI for good!#healthcare #healthai #empowermd #microsoft #aiResponsibilitiesAs a key member of our multi-disciplinary team, you will:Build NLP models for named entity recognition, text classification, summarization, etc.Write scripts for data analysis, ETL, and visualizationDesign and implement methods to augment our annotated dataBring your curiosity, entrepreneurial spirit, and passion to deliver on the promise of technology in a difficult, competitive, and exciting verticalQualificationsREQUIRED QUALIFICATIONS:Masterâ€™s in Computer Science, Mathematics or related fieldExperience with machine learning in a product or research environmentExperience coding in Python, C/C++, C# or similarPreferred QualificationsExperience with Deep Learning frameworks like Tensorflow, PyTorch and KerasExperience in natural language understanding or generationInterest in healthcare applicationsStrong written and verbal communication skillsMicrosoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.",,,,Y
102,Applied Scientist - Sensors - AI/ML,"Seattle, WA",Apple,https://www.linkedin.com/jobs/view/applied-scientist-sensors-ai-ml-at-apple-1496919357?refId=17773601-c65f-477b-8281-41ff45f7054d&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"SummaryWe are looking for engineers with a passion for using machine learning to create intelligent applications. In this highly accomplished, deeply technical and close-knit team of data scientists and machine learning engineers, you will create tools that are used by millions of people. You will design and implement new machine learning algorithms and techniques and collaborate with the most innovative product development teams in the world.Our team researches new machine learning algorithms, models and techniques that will power amazingly intelligent user experiences. We want new ambitious team members to join our research ML group. In this role, we create new models and algorithms, and actively engage with the academic community by publishing your work and participating in academic efforts. You will also have the opportunity to contribute to cool projects around Apple, and use your data science, machine learning and artificial intelligence skills to transfer your ideas into solutions for some of the most challenging technical problems in the next generation of products that will delight millions of people.Key QualificationsExperience applying machine learning to solve practical problemsSolid understanding of foundational statistics concepts and ML algorithmsExperience working with time-series sensor data (optical, electrical, motion, and other) Experience building/working with data pipelinesStrong software development skills, with proficiency in Python and C++ preferredCreative, collaborative, & product focusedDescriptionApple's central AI/ML org is looking for Applied Scientists who are passionate about using machine learning to build new user experiences.The team you will join is responsible for creating innovative experiences with wearables and sensors. We are highly collaborative and partner with a variety of product teams across Apple including Watch, Siri, Accessibility, Home, and others and have shipped features like Raise to Speak on the Apple Watch.In this role, you will work with time-series data from multiple sensors, build appropriate data and modeling pipelines, apply a variety machine learning techniques, help integrate models on-device to power new experiences, and work with your team to iterate on the end user experience.Education & ExperiencePhD in Machine learning, Statistics, Computer Science, Physics, or related field or â€¨MS in related field with a strong academic track record â€¨3+ years of research experience in academia or industry",,,,N
103,Applied Scientist,"Seattle, WA",Amazon,https://www.linkedin.com/jobs/view/applied-scientist-at-amazon-1840623534?refId=17773601-c65f-477b-8281-41ff45f7054d&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"DescriptionThe Selection team decides what is being sold by Amazon.com. As one component of the famous Amazon Flywheel, Selection is strategically important to our topline growth. We are responsible for thought leadership and innovation to improve the existing and develop new solutions for optimizing Amazonâ€™s selection, better serving our customers. We build the models to make these selection decisions, driven by signals such as historical search and sales data, understanding of item economics, and product substitutability and complementarity.You will partner with data scientists and engineers to propose, prototype, analyze, implement and deliver to production a variety of data science initiatives. You will build models to make statistical inferences about customer purchase behavior. You will propose, prepare, execute and communicate the results of experiments that measure causal effects of selection changes. You will create and beautifully present metrics that deepen our understanding of how customers interact with our selection. In collaboration with others, you will run, deeply understand and improve data science pipelines that distill raw time series data into measures of customer preference. You will translate our collected knowledge about customer satisfaction and business outcomes into optimization models that decide what Amazon sells.In Amazon, everything operates at world scale. You will gain hands-on experience with big data technologies that handle the volume, development processes that supply the robustness, and recent modeling techniques that cut through the complexity. You will be inspired by and participate in the rich scientific community centered around Amazonâ€™s unparalleled universe of econometric questions.Basic Qualifications PhD in Computer Science, Statistics, Operations Research or related field 2+ or more years of experience in industry research and development; or equivalent academic experience Fluency in Python, R, or other scientific computing language Excellent communication skills, oral and written, and ability to work collaboratively Independence and agility in developing prototype code under ambiguityPreferred Qualifications Experience with causal inference, econometrics, or inferential statistics Experience in supply chain optimization and/or operations research Experience with optimization software like CPLEX, Xpress or Gurobi Research track record in area relevant to business data scienceCompany - Amazon.com Services LLCJob ID: A1132205",Yes,,,N
104,Applied Scientist,Greater Boston,Amazon,https://www.linkedin.com/jobs/view/applied-scientist-at-amazon-1840626163?refId=17773601-c65f-477b-8281-41ff45f7054d&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"DescriptionThe Alexa Search organization is enabling Alexa to answer any question from content anywhere on the web.Weâ€™re looking for a passionate, talented, and inventive Scientist to help build industry-leading ML technologies that help provide the best-possible experience for our customers. You will leverage Amazonâ€™s heterogeneous data sources and large-scale computing resources to develop new features, predict key user behaviors and deliver automated decisions, both offline and in real time.Basic Qualifications Bachelor or Master's degree in highly quantitative field (CS, machine learning, mathematics, statistics) or equivalent experience. 4 years Experience with Python, R, SAS, Matlab or other statistical/machine learning software. Experience applying various machine learning techniques, and understanding the key parameters that affect their performance. Experience developing experimental and analytic plans for data modeling processes, use of strong baselines, and the ability to accurately determine cause and effect relationships. Have a history of building systems that capture and utilize large data sets in order to quantify performance via metrics or KPIs. Understanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc. Have a history of delivering results, taking analysis to implementation.Preferred Qualifications PhD in highly quantitative field (CS, machine learning, mathematics, statistics) or equivalent experience. 5+ years of experience with machine learning, statistical modeling, data mining, and analytics techniques. Previous experience in a ML or data scientist role with a large technology company.Amazon is an Equal Opportunity-Affirmative Action Employer â€“ Minority / Female / Disability / Veteran / Gender Identity / Sexual OrientationCompany - Amazon.com Services LLCJob ID: A1035845",Yes,,,Y
